AK	3
AL	11
AR	3
AZ	36
CA	440
CO	16
CT	10
DE	6
FL	35
GA	20
HI	12
IA	5
ID	0
IL	38
IN	7
KS	5
KY	6
LA	19
MA	27
MD	9
ME	7
MI	16
MN	2
MO	8
MS	6
MT	7
NC	16
ND	1
NE	4
NH	1
NJ	57
NM	21
NV	25
NY	186
OH	17
OK	2
OR	15
PA	33
RI	4
SC	8
SD	3
TN	14
TX	43
UT	24
VA	19
VT	9
WA	107
WI	4
WV	4
WY	6
